filename,score,size,quality
10568-53155.pdf,60.83472405,24142,35
10568-53155.pdf,61.79294536,24826,37
10568-53155.pdf,63.98581890,25287,38
10568-53155.pdf,62.46183464,25683,39
10568-53155.pdf,65.31813473,26402,41
10568-53155.pdf,63.01793572,25877,40
10568-53155.pdf,65.53864227,26664,42
10568-53155.pdf,65.89456430,26957,43
10568-53155.pdf,66.60745418,27498,44
10568-53155.pdf,65.51176440,28218,46
10568-53155.pdf,66.79245064,27743,45
10568-53155.pdf,65.73769535,28430,47
10568-53155.pdf,65.82740644,28757,48
10568-53155.pdf,66.57414070,29343,49
10568-53155.pdf,66.73398965,29468,50
10568-53155.pdf,66.99047763,29637,51
10568-53155.pdf,67.39107608,30162,52
10568-53155.pdf,67.66855487,30527,53
10568-53155.pdf,67.85003213,30803,54
10568-53155.pdf,68.26969376,31218,55
10568-53155.pdf,68.70574102,31594,56
10568-53155.pdf,69.12292925,32070,57
10568-53155.pdf,69.73372206,32426,58
10568-53155.pdf,69.91271746,32685,59
10568-53155.pdf,70.02944119,33025,60
10568-53155.pdf,70.39344198,33571,61
10568-53155.pdf,70.79819450,33904,62
10568-53155.pdf,71.17262875,34482,63
10568-53155.pdf,71.57417580,34817,64
10568-53155.pdf,72.13269431,35342,65
10568-53155.pdf,72.56491861,35787,66
10568-53155.pdf,72.89524729,36260,67
10568-53155.pdf,73.29136448,36992,68
10568-53155.pdf,73.51588341,37488,69
10568-53155.pdf,74.04642691,38220,70
10568-53155.pdf,74.37714146,38849,71
10568-53155.pdf,74.87649707,39393,72
10568-53155.pdf,75.47772446,40101,73
10568-53155.pdf,75.97268929,41143,74
10568-53155.pdf,76.37771009,41409,75
10568-53155.pdf,77.59662139,43408,77
10568-53155.pdf,77.18983782,42236,76
10568-53155.pdf,78.28410814,44361,78
10568-53155.pdf,78.61175625,45112,79
10568-53155.pdf,79.30335336,46179,80
10568-53155.pdf,79.99881623,47445,81
10568-53155.pdf,80.57524571,48547,82
10568-53155.pdf,81.13972344,50054,83
10568-53155.pdf,81.58470106,51315,84
10568-53155.pdf,82.12444067,52651,85
10568-53155.pdf,82.64734808,54576,86
10568-53155.pdf,83.98573221,58389,88
10568-53155.pdf,83.29586259,56009,87
10568-53155.pdf,84.52588627,60193,89
10568-53155.pdf,87.91687618,77178,90
10568-53155.pdf,88.58407270,80416,91
10568-53155.pdf,89.21758715,83531,92
10568-53155.pdf,89.85959098,88763,93
10568-53155.pdf,90.50886676,94913,94
10568-53155.pdf,90.95567994,101890,95
10568-53155.pdf,91.68578004,111723,96
10568-53155.pdf,92.24571799,122679,97
10568-53155.pdf,92.83698835,135678,98
10568-53155.pdf,93.14111406,160978,99
10568-53155.pdf,93.48704631,188131,100
10568-68624.pdf,-58.67796893,6118,1
10568-68624.pdf,-58.67608502,6122,2
10568-68624.pdf,-54.48295126,6896,3
10568-68624.pdf,-42.39451612,8277,4
10568-68624.pdf,-30.72336177,9951,5
10568-68624.pdf,-19.74910651,11704,6
10568-68624.pdf,-7.97871222,13253,7
10568-68624.pdf,0.56132815,14712,8
10568-68624.pdf,6.25375545,16206,9
10568-68624.pdf,9.91762964,17706,10
10568-68624.pdf,13.26942217,19100,11
10568-68624.pdf,16.65501505,20532,12
10568-68624.pdf,21.40597418,22024,13
10568-68624.pdf,23.19999510,23311,14
10568-68624.pdf,28.39722807,24628,15
10568-68624.pdf,30.59955405,25901,16
10568-68624.pdf,31.69352884,27178,17
10568-68624.pdf,34.25168487,28358,18
10568-68624.pdf,36.28590827,29477,19
10568-68624.pdf,39.43188705,30512,20
10568-68624.pdf,38.31908632,31709,21
10568-68624.pdf,41.12548952,32718,22
10568-68624.pdf,41.51122794,33777,23
10568-68624.pdf,44.09367599,34830,24
10568-68624.pdf,44.85561970,35816,25
10568-68624.pdf,45.92025362,36830,26
10568-68624.pdf,46.59846251,37768,27
10568-68624.pdf,49.29266835,38854,28
10568-68624.pdf,49.80067856,39650,29
10568-68624.pdf,49.92003051,40707,30
10568-68624.pdf,51.50600554,42519,32
10568-68624.pdf,50.83947769,41523,31
10568-68624.pdf,54.31608192,43562,33
10568-68624.pdf,54.86071066,44185,34
10568-68624.pdf,53.53595744,45289,35
10568-68624.pdf,54.58274647,46289,36
10568-68624.pdf,57.25915085,47915,38
10568-68624.pdf,54.94109682,46841,37
10568-68624.pdf,56.00335308,48690,39
10568-68624.pdf,56.57273749,49175,40
10568-68624.pdf,58.96722531,50381,41
10568-68624.pdf,59.16195283,50941,42
10568-68624.pdf,60.49595039,52621,44
10568-68624.pdf,59.54061733,51617,43
10568-68624.pdf,60.69983030,53227,45
10568-68624.pdf,59.43189524,54257,46
10568-68624.pdf,60.12193516,55446,48
10568-68624.pdf,59.74233213,54803,47
10568-68624.pdf,60.86177443,56640,49
10568-68624.pdf,61.03461371,56912,50
10568-68624.pdf,61.31020667,57292,51
10568-68624.pdf,61.47476235,58361,52
10568-68624.pdf,61.80949114,59136,53
10568-68624.pdf,62.11628305,59761,54
10568-68624.pdf,62.95149418,61442,56
10568-68624.pdf,62.38835675,60555,55
10568-68624.pdf,63.40865976,62412,57
10568-68624.pdf,63.56744462,63383,58
10568-68624.pdf,63.86207803,64190,59
10568-68624.pdf,64.14904306,64945,60
10568-68624.pdf,65.14823538,66878,62
10568-68624.pdf,64.67519660,66076,61
10568-68624.pdf,65.56003046,68168,63
10568-68624.pdf,65.73781233,69015,64
10568-68624.pdf,66.12171657,70318,65
10568-68624.pdf,66.77926246,71348,66
10568-68624.pdf,67.86908413,72479,67
10568-68624.pdf,68.17885878,73894,68
10568-68624.pdf,68.66050243,75135,69
10568-68624.pdf,69.24421790,76756,70
10568-68624.pdf,70.01608944,78210,71
10568-68624.pdf,70.49042189,79369,72
10568-68624.pdf,71.31570966,81014,73
10568-68624.pdf,71.98161830,83211,74
10568-68624.pdf,72.35225818,83982,75
10568-68624.pdf,72.93703260,85929,76
10568-68624.pdf,73.51666129,88333,77
10568-68624.pdf,74.18478642,90550,78
10568-68624.pdf,74.61309385,92301,79
10568-68624.pdf,75.37613796,94773,80
10568-68624.pdf,75.87877094,97528,81
10568-68624.pdf,77.14746841,103348,83
10568-68624.pdf,76.47778249,100071,82
10568-68624.pdf,78.47841619,108820,85
10568-68624.pdf,77.91429676,106052,84
10568-68624.pdf,79.19242533,112842,86
10568-68624.pdf,79.83509107,115926,87
10568-68624.pdf,80.44070839,120796,88
10568-68624.pdf,81.18736036,124696,89
10568-68624.pdf,85.52039355,150844,90
10568-68624.pdf,86.46232096,157572,91
10568-68624.pdf,87.37078017,164226,92
10568-68624.pdf,88.04152609,174893,93
10568-68624.pdf,89.18828431,188101,94
10568-68624.pdf,89.87500695,203044,95
10568-68624.pdf,90.48032467,223754,96
10568-68624.pdf,91.37274299,245740,97
10568-68624.pdf,91.77515362,273170,98
10568-68624.pdf,92.03561401,329778,99
10568-68624.pdf,92.14641253,387338,100
10568-68680.pdf,-39.06375068,13233,1
10568-68680.pdf,-39.08442562,13245,2
10568-68680.pdf,-33.09829914,14591,3
10568-68680.pdf,-17.34620892,17145,4
10568-68680.pdf,-5.08804247,19699,5
10568-68680.pdf,-1.39498817,22544,6
10568-68680.pdf,3.55917820,25260,7
10568-68680.pdf,11.38354326,27568,8
10568-68680.pdf,15.07402296,31869,10
10568-68680.pdf,13.99309022,29829,9
10568-68680.pdf,16.92250562,33898,11
10568-68680.pdf,22.67810840,35926,12
10568-68680.pdf,23.51903935,38225,13
10568-68680.pdf,26.59449338,40081,14
10568-68680.pdf,34.26545960,44087,16
10568-68680.pdf,30.80575386,42094,15
10568-68680.pdf,33.15215615,46062,17
10568-68680.pdf,34.03486486,47899,18
10568-68680.pdf,37.30985479,49591,19
10568-68680.pdf,40.27425556,51260,20
10568-68680.pdf,39.52067459,53093,21
10568-68680.pdf,41.49634787,54712,22
10568-68680.pdf,40.05314556,56287,23
10568-68680.pdf,41.39666348,57794,24
10568-68680.pdf,41.84245663,59241,25
10568-68680.pdf,42.91742505,60711,26
10568-68680.pdf,44.13324024,62139,27
10568-68680.pdf,47.33399895,63681,28
10568-68680.pdf,47.83904294,64918,29
10568-68680.pdf,46.24685491,66440,30
10568-68680.pdf,46.75427896,67778,31
10568-68680.pdf,48.04641038,69038,32
10568-68680.pdf,51.48431751,70416,33
10568-68680.pdf,51.97614924,71362,34
10568-68680.pdf,50.35821033,72950,35
10568-68680.pdf,50.67719826,74366,36
10568-68680.pdf,51.20712607,75204,37
10568-68680.pdf,53.86715602,76583,38
10568-68680.pdf,52.55343498,77648,39
10568-68680.pdf,52.96618799,78375,40
10568-68680.pdf,55.34592374,79982,41
10568-68680.pdf,55.47875631,80752,42
10568-68680.pdf,56.18287228,81891,43
10568-68680.pdf,57.17768315,83310,44
10568-68680.pdf,56.57400818,85387,46
10568-68680.pdf,57.52060880,84075,45
10568-68680.pdf,56.93265071,86045,47
10568-68680.pdf,57.27055260,86987,48
10568-68680.pdf,57.80073193,88340,49
10568-68680.pdf,58.06124687,88906,50
10568-68680.pdf,58.35987915,89504,51
10568-68680.pdf,57.87012825,90819,52
10568-68680.pdf,58.29135381,91953,53
10568-68680.pdf,58.65128734,92800,54
10568-68680.pdf,59.26793254,93854,55
10568-68680.pdf,59.61360492,95092,56
10568-68680.pdf,60.47413962,97558,58
10568-68680.pdf,59.84928125,96440,57
10568-68680.pdf,60.95893631,98629,59
10568-68680.pdf,61.40419206,99759,60
10568-68680.pdf,61.47897506,101291,61
10568-68680.pdf,62.39025569,103952,63
10568-68680.pdf,62.00766853,102438,62
10568-68680.pdf,62.81997699,105009,64
10568-68680.pdf,63.65015255,106719,65
10568-68680.pdf,64.07082832,108100,66
10568-68680.pdf,64.98262798,109568,67
10568-68680.pdf,66.36296922,113218,69
10568-68680.pdf,65.94417805,111661,68
10568-68680.pdf,66.88655736,115240,70
10568-68680.pdf,67.38464399,117000,71
10568-68680.pdf,67.84867296,118437,72
10568-68680.pdf,68.46195815,120483,73
10568-68680.pdf,69.14327488,123087,74
10568-68680.pdf,69.51767588,124074,75
10568-68680.pdf,70.26859029,126533,76
10568-68680.pdf,70.92764082,129420,77
10568-68680.pdf,71.73380472,132060,78
10568-68680.pdf,72.16882622,134129,79
10568-68680.pdf,73.08276580,136784,80
10568-68680.pdf,73.91258390,140047,81
10568-68680.pdf,74.48944857,142960,82
10568-68680.pdf,75.36196434,146470,83
10568-68680.pdf,75.89984676,149541,84
10568-68680.pdf,76.79008365,152628,85
10568-68680.pdf,77.54935057,157057,86
10568-68680.pdf,78.40080934,160520,87
10568-68680.pdf,79.06711864,165747,88
10568-68680.pdf,79.69536231,169956,89
10568-68680.pdf,85.98888144,208497,90
10568-68680.pdf,86.83284063,215730,91
10568-68680.pdf,87.91616386,223612,92
10568-68680.pdf,88.89664168,234841,93
10568-68680.pdf,90.05090696,248395,94
10568-68680.pdf,90.81687104,264120,95
10568-68680.pdf,91.93069691,282729,96
10568-68680.pdf,92.80438338,303915,97
10568-68680.pdf,93.74423000,328188,98
10568-68680.pdf,94.44231435,367147,99
10568-68680.pdf,94.60365389,393448,100
10568-71249.pdf,-55.54504266,6243,1
10568-71249.pdf,-55.54552076,6250,2
10568-71249.pdf,-51.95190568,6941,3
10568-71249.pdf,-33.23169865,8332,4
10568-71249.pdf,-7.99371847,11679,6
10568-71249.pdf,-16.77240840,9856,5
10568-71249.pdf,5.61020306,14455,8
10568-71249.pdf,-0.91748612,13126,7
10568-71249.pdf,10.29870567,15716,9
10568-71249.pdf,15.99292300,16989,10
10568-71249.pdf,20.27732439,18205,11
10568-71249.pdf,25.51291743,19355,12
10568-71249.pdf,27.45062161,20510,13
10568-71249.pdf,29.01541443,21456,14
10568-71249.pdf,33.80263138,22469,15
10568-71249.pdf,37.21356316,23490,16
10568-71249.pdf,37.81019392,25391,18
10568-71249.pdf,35.71218713,24478,17
10568-71249.pdf,41.05135256,26218,19
10568-71249.pdf,44.97553979,27054,20
10568-71249.pdf,42.01374023,28086,21
10568-71249.pdf,44.80946675,28865,22
10568-71249.pdf,43.34313329,29691,23
10568-71249.pdf,45.33633131,30513,24
10568-71249.pdf,47.37977752,32019,26
10568-71249.pdf,46.48867915,31249,25
10568-71249.pdf,48.93767715,32775,27
10568-71249.pdf,52.36609106,33600,28
10568-71249.pdf,53.18246992,34139,29
10568-71249.pdf,52.06089856,34922,30
10568-71249.pdf,52.66046767,35534,31
10568-71249.pdf,55.41802973,36918,33
10568-71249.pdf,53.50159141,36234,32
10568-71249.pdf,56.47038119,37386,34
10568-71249.pdf,54.87755761,38162,35
10568-71249.pdf,55.52965327,38868,36
10568-71249.pdf,55.77841620,39300,37
10568-71249.pdf,58.68384918,40061,38
10568-71249.pdf,56.97358292,40672,39
10568-71249.pdf,57.43430934,40959,40
10568-71249.pdf,60.16314843,41825,41
10568-71249.pdf,60.56263094,42183,42
10568-71249.pdf,60.93843832,42694,43
10568-71249.pdf,61.84419016,43425,44
10568-71249.pdf,62.01923595,43847,45
10568-71249.pdf,60.21979614,44601,46
10568-71249.pdf,60.51922370,44924,47
10568-71249.pdf,60.74582285,45470,48
10568-71249.pdf,62.05573759,46276,49
10568-71249.pdf,62.07610464,46515,50
10568-71249.pdf,61.74419091,47660,52
10568-71249.pdf,62.32809855,46771,51
10568-71249.pdf,62.14742097,48351,53
10568-71249.pdf,62.37103469,48793,54
10568-71249.pdf,62.96998282,49383,55
10568-71249.pdf,63.27217948,50046,56
10568-71249.pdf,63.65334863,50790,57
10568-71249.pdf,64.60582065,52069,59
10568-71249.pdf,64.29669703,51489,58
10568-71249.pdf,64.92142179,52665,60
10568-71249.pdf,65.36919566,53599,61
10568-71249.pdf,65.66591184,54155,62
10568-71249.pdf,65.94848373,55084,63
