filename,score,size,quality
10568-103447.pdf,34.00356616,20194,1
10568-103447.pdf,39.44977656,22488,2
10568-103447.pdf,41.95998537,24170,3
10568-103447.pdf,48.82891979,28024,6
10568-103447.pdf,44.96706703,25534,4
10568-103447.pdf,46.82993844,26754,5
10568-103447.pdf,50.53888138,29160,7
10568-103447.pdf,51.41276672,29936,8
10568-103447.pdf,52.09607545,30756,9
10568-103447.pdf,53.24316347,31804,10
10568-103447.pdf,54.99160381,32864,11
10568-103447.pdf,55.22216353,33506,12
10568-103447.pdf,56.75224761,34498,13
10568-103447.pdf,57.30732511,35018,14
10568-103447.pdf,59.35072647,36646,16
10568-103447.pdf,58.58610311,36010,15
10568-103447.pdf,60.01040263,37168,17
10568-103447.pdf,60.15375370,37904,18
10568-103447.pdf,60.91299563,38498,19
10568-103447.pdf,61.67248745,39256,20
10568-103447.pdf,64.36296717,42148,24
10568-103447.pdf,63.57857895,41468,23
10568-103447.pdf,62.37709509,40188,21
10568-103447.pdf,62.80969435,40874,22
10568-103447.pdf,64.73629778,42864,25
10568-103447.pdf,65.21892125,43170,26
10568-103447.pdf,65.73854998,43976,27
10568-103447.pdf,66.36501329,44596,28
10568-103447.pdf,66.63372521,45434,29
10568-103447.pdf,67.20260273,45970,30
10568-103447.pdf,67.83068640,46618,31
10568-103447.pdf,67.90246256,47344,32
10568-103447.pdf,68.29870717,47858,33
10568-103447.pdf,68.68229847,48372,34
10568-103447.pdf,68.85704820,49190,36
10568-103447.pdf,68.76982174,48842,35
10568-103447.pdf,69.40997971,49694,37
10568-103447.pdf,70.07903745,50426,38
10568-103447.pdf,70.01546439,51202,39
10568-103447.pdf,70.69226838,51576,40
10568-103447.pdf,70.93191266,51844,41
10568-103447.pdf,71.60643130,52638,42
10568-103447.pdf,71.71206415,53312,43
10568-103447.pdf,72.18564084,53748,44
10568-103447.pdf,73.59608437,54170,45
10568-103447.pdf,73.98609134,54960,47
10568-103447.pdf,73.61445451,54452,46
10568-103447.pdf,74.44773928,55544,48
10568-103447.pdf,74.55909921,55686,49
10568-103447.pdf,74.73880745,56278,50
10568-103447.pdf,75.21890105,56982,52
10568-103447.pdf,74.81365121,56510,51
10568-103447.pdf,75.37410161,57510,53
10568-103447.pdf,75.63319636,57904,54
10568-103447.pdf,76.13019109,58512,56
10568-103447.pdf,76.02943461,58270,55
10568-103447.pdf,76.49667009,59444,58
10568-103447.pdf,76.54500515,59358,57
10568-103447.pdf,76.97423660,59984,59
10568-103447.pdf,76.77486887,60132,60
10568-103447.pdf,77.48646643,60918,61
10568-103447.pdf,77.55325812,61672,63
10568-103447.pdf,77.54117488,61580,62
10568-103447.pdf,78.78270524,62750,64
10568-103447.pdf,78.80091989,63762,67
10568-103447.pdf,78.78270524,62750,65
10568-103447.pdf,78.61646334,63460,66
10568-103447.pdf,78.60556262,64186,68
10568-103447.pdf,78.98852403,64610,69
10568-103447.pdf,79.43569483,64710,70
10568-103447.pdf,79.54629190,65602,71
10568-103447.pdf,79.76521161,66480,73
10568-103447.pdf,79.95407785,66954,74
10568-103447.pdf,79.80095527,66130,72
10568-103447.pdf,80.26632466,67600,75
10568-103447.pdf,80.94851906,70358,77
10568-103447.pdf,80.72899978,69138,76
10568-103447.pdf,82.19833718,72614,78
10568-103447.pdf,82.27881541,73958,79
10568-103447.pdf,82.80262428,75724,80
10568-103447.pdf,83.27967368,77096,81
10568-103447.pdf,83.73088883,79996,82
10568-103447.pdf,84.76210358,84106,84
10568-103447.pdf,84.11492329,81632,83
10568-103447.pdf,85.57883011,88134,86
10568-103447.pdf,85.25880597,85658,85
10568-103447.pdf,85.75861617,90636,87
10568-103447.pdf,86.58221239,93558,88
10568-103447.pdf,86.77817108,96086,89
10568-103447.pdf,87.55459951,100406,90
10568-103447.pdf,87.74240498,103916,91
10568-103447.pdf,88.25649149,107562,92
10568-103447.pdf,88.67661511,112318,93
10568-103447.pdf,89.13679076,118838,94
10568-103447.pdf,89.72778891,130200,96
10568-103447.pdf,89.40853273,124874,95
10568-103447.pdf,89.87199524,136622,97
10568-103447.pdf,89.91247383,150940,99
10568-103447.pdf,100.00000000,211916,100
10568-103447.pdf,89.95348120,142928,98
10568-3149.pdf,28.39345124,23496,1
10568-3149.pdf,32.67429707,26072,2
10568-3149.pdf,37.50715874,28410,3
10568-3149.pdf,41.62225499,30254,4
10568-3149.pdf,43.96757633,32072,5
10568-3149.pdf,46.00437965,33200,6
10568-3149.pdf,46.55541790,34544,7
10568-3149.pdf,48.24743070,35820,8
10568-3149.pdf,51.24228625,36946,9
10568-3149.pdf,52.23580646,38420,10
10568-3149.pdf,53.69502894,39444,11
10568-3149.pdf,54.90545407,40388,12
10568-3149.pdf,55.97291087,41252,13
10568-3149.pdf,56.34942874,42280,14
10568-3149.pdf,57.73887646,43196,15
10568-3149.pdf,58.16930712,44316,16
10568-3149.pdf,58.74754980,45130,17
10568-3149.pdf,59.30754829,45892,18
10568-3149.pdf,60.61681644,46734,19
10568-3149.pdf,60.77289141,47720,20
10568-3149.pdf,61.69251312,48392,21
10568-3149.pdf,62.34000358,49066,22
10568-3149.pdf,62.38636542,49896,23
10568-3149.pdf,63.19542094,50802,24
10568-3149.pdf,63.37156136,51680,25
10568-3149.pdf,64.63391297,52412,26
10568-3149.pdf,65.47932127,53250,27
10568-3149.pdf,65.96316449,53876,28
10568-3149.pdf,65.92715110,54452,29
10568-3149.pdf,66.09202973,55172,30
10568-3149.pdf,66.55789952,55888,31
10568-3149.pdf,67.35598654,56740,32
10568-3149.pdf,67.91601011,57722,33
10568-3149.pdf,69.20063876,58358,34
10568-3149.pdf,68.94254372,58616,35
10568-3149.pdf,69.49582918,59474,36
10568-3149.pdf,68.93259096,60256,37
10568-3149.pdf,70.33238509,61256,38
10568-3149.pdf,69.44610000,62046,39
10568-3149.pdf,71.34650261,62578,40
10568-3149.pdf,71.14154500,62646,41
10568-3149.pdf,71.29505225,63668,42
10568-3149.pdf,72.89073235,64246,43
10568-3149.pdf,72.71794147,64912,44
10568-3149.pdf,74.12809258,65830,45
10568-3149.pdf,74.14960956,66012,46
